N°,ZONA,DISTRITO,PROVINCIA,CANTON,PARROQUIA,TIPO_EDUCACION,AMIE,INSTITUCION,SOSTENIMIENTO,JURISDICCION,REGIMEN,ZONA_INEC,NIVEL_DE_EDUCACION,NRO_NINOS,AUX_ANIO_DOTACION,AUX_T_IE,MD_ANIO_DOTACION,MD_PARALELOS,MD_MONTO_USD,M_ANIO_DOTACION,M_TIPO_DE_AMBIENTE,M_MONTO_USD,JE_ANIO_DOTACION,JE_CANTIDAD,JE_MONTO_USD,AUX_IE_MATERIAL,SAE,REVISION_DNIF,DIMENSIONES,LONGITUD,LATITUD
506,Zona 5,09D14,GUAYAS,ISIDRO AYORA,ISIDRO AYORA,Ordinario,09H05206,ESCUELA DE EDUCACION BASICA MARISCAL SUCRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,120,2026,1,2026,6,16912.44,2026,6,7560,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,9x10,-80.142129895,-1.88011154163
507,Zona 5,09D17,GUAYAS,MILAGRO,CHIRIJOS,Ordinario,09H05376,ESCUELA DE EDUCACION BASICA LCDA BLANCA NORIS ROSERO BERMEO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,25,2026,1,2026,1,2818.74,2026,1,1260,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,Cinco por diez metros ,-79.5677260917,-2.1153563496
508,Zona 8,09D24,GUAYAS,DURAN,ELOY ALFARO (DURAN),Ordinario,09H05452,ESCUELA DE EDUCACION BASICA FISCAL 27 DE DICIEMBRE,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,36,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,6 metros de largo x 6. 30 metros de ancho ,-79.8254952709,-2.14830187269
509,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H05461,UNIDAD EDUCATIVA  FISCAL TRANSITO AMAGUAÑA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,126,2026,1,2026,6,16912.44,2026,6,7560,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9734444463,-2.10747222444
510,Zona 8,09D24,GUAYAS,DURAN,ELOY ALFARO (DURAN),Ordinario,09H05478,ESCUELA DE EDUCACION BASICA FISCAL FERNANDO DAQUILEMA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,39,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,6X12mts aproximadamente ,-79.8152324143,-2.15243472543
511,Zona 5,12D02,LOS RIOS,URDANETA,RICAURTE,Ordinario,12H01014,UNIDAD EDUCATIVA POTOSI,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",41,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,8.50 x 5.5 metros=46.75 metros cuadrados,-79.3683140045,-1.61298908596
512,Zona 8,09D07,GUAYAS,GUAYAQUIL,PASCUALES,Ordinario,09H05500,UNIDAD EDUCATIVA  DEL MILENIO DR ALFREDO RAUL VERA VERA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,204,2026,1,2026,7,19731.18,2026,7,8820,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9096830531,-2.06716258261
513,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H05605,UNIDAD EDUCATIVA FISCAL RIO MARAÑON,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,64,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,Existe un espacio de 8 metros por 4 metros cuadrados pero no cuenta la unidad educativa con juegos exteriores recreativos.,-79.9754714213,-2.11447163945
514,Zona 6,03D02,CAÑAR,CAÑAR,ZHUD,Ordinario,03H00463,UNIDAD  EDUCATIVA  VICTOR HUGO ABAD  MUÑOZ,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",25,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-79.003833368,-2.46077782186
515,Zona 5,09D19,GUAYAS,DAULE,LOS LOJAS (ENRIQUE BAQUERIZO MORENO),Ordinario,09H05660,ESCUELA DE EDUCACION BASICA DIOS CON NOSOTROS,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,15,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5x5=25,-79.9359377933,-1.95152942853
516,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H05712,UNIDAD EDUCATIVA  FISCAL JULIO ESTRADA ICAZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,94,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9930231368,-2.12541330514
517,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H05713,UNIDAD EDUCATIVA FISCAL AMERICA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,127,2026,1,2026,5,14093.7,2026,5,6300,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,19 x 19 metros,-80.0163678897,-2.12378363044
518,Zona 9,17D03,PICHINCHA,QUITO,SAN ANTONIO,Ordinario,17H02044,UNIDAD EDUCATIVA FISCAL EQUINOCCIO SAN ANTONIO,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",214,2026,1,2026,8,22549.92,2026,8,10080,2026.0,1.0,4944.0,ML_Mo_JE,,,250 metros,-78.458435633,0.00313540499766
519,Zona 6,03D03,CAÑAR,LA TRONCAL,MANUEL J. CALLE,Ordinario,03H00555,ESCUELA DE EDUCACION BASICA LUIS FELIPE BORJA ,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,23,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-79.2947559442,-2.39100937615
520,Zona 8,09D01,GUAYAS,GUAYAQUIL,PUNA,Ordinario,09H05803,ESCUELA DE EDUCACION BASICA FISCAL DOCE DE JULIO,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB,6,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9195539749,-2.58814261982
521,Zona 6,14D03,MORONA SANTIAGO,SUCUA,SUCUA,Ordinario,14H00345,UNIDAD EDUCATIVA JULIO ENRIQUE PADILLA HERNANDEZ,FISCAL,Intercultural,SIERRA,Urbana,Inicial y EGB,92,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,,,4METROS POR 15 DE LARGO,-78.1735316019,-2.46276837261
522,Zona 3,18D05,TUNGURAHUA,SANTIAGO DE PILLARO,SAN JOSE DE POALO,Ordinario,18H00611,SAN JOSE DE POALO,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",15,2026,1,2026,1,2818.74,2026,1,1260,,0.0,0.0,ML_Mo,,,,-78.4758959239,-1.10016797873
523,Zona 5,09D17,GUAYAS,MILAGRO,CHIRIJOS,Ordinario,09H05941,ESCUELA DE EDUCACION BASICA ADOLFO ALVAREZ ESCOBAR,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,50,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,160 metros,-79.5848180187,-2.12322268013
524,Zona 5,12D02,LOS RIOS,PUEBLOVIEJO,PUERTO PECHICHE,Ordinario,12H00652,ESCUELA DE EDUCACION BASICA GRAN COLOMBIA,FISCAL,Intercultural,COSTA,Rural,Inicial y EGB,60,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,20 metros de largo por 8 metros de ancho = 160 metros cuadrados,-79.5601853034,-1.42589809473
525,Zona 3,18D02,TUNGURAHUA,AMBATO,HUACHI GRANDE,Ordinario,18H00192,UNIDAD EDUCATIVA HUACHI GRANDE,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",100,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,,,28X 9 METROS ,-78.6386967313,-1.30650768445
526,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H06048,UNIDAD EDUCATIVA FISCAL  JUAN JAVIER ESPINOZA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,119,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,8X15 METROS,-79.9831666349,-2.11486108279
527,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H06049,ESCUELA DE EDUCACION BASICA FISCAL AGUSTIN GUERRERO LIZARZABURU,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB,110,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9883055715,-2.11488888412
528,Zona 8,09D08,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H06050,ESCUELA DE EDUCACION BASICA FISCAL JOSE MARIA URBINA,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,110,2026,1,2026,4,11274.96,2026,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.9958827315,-2.10916639746
529,Zona 9,17D08,PICHINCHA,QUITO,CONOCOTO,Ordinario,17H01701,NICOLAS AGUILERA,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,95,2026,1,2026,4,11274.96,2026,4,5040,2026.0,1.0,4944.0,ML_Mo_JE,,,15X10,-78.4667739314,-0.271116210105
530,Zona 7,07D02,EL ORO,PASAJE,OCHOA LEON (MATRIZ),Ordinario,07H00815,UNIDAD EDUCATIVA ROGERIO ZAMORA PALACIOS,FISCAL,Intercultural,SIERRA,Rural,Inicial y EGB,49,2026,1,2026,1,2818.74,2026,1,1260,,0.0,0.0,ML_Mo,,,,-79.8136111339,-3.33744485657
531,Zona 6,14D01,MORONA SANTIAGO,MORONA,SINAI,Ordinario,14H00081,UNIDAD EDUCATIVA  SINAI,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",32,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,,,,-78.0558332912,-2.09444446773
532,Zona 6,14D02,MORONA SANTIAGO,PALORA,SANGAY (CAB EN NAYAMANACA),Ordinario,14H00264,UNIDAD EDUCATIVA FRAY SEBASTIAN ROSERO,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",22,2026,1,2026,2,5637.48,2026,2,2520,2026.0,1.0,4944.0,ML_Mo_JE,,,180m2,-77.9822221925,-1.78683333759
533,Zona 8,09D05,GUAYAS,GUAYAQUIL,TARQUI,Ordinario,09H06718,UNIDAD EDUCATIVA FISCAL JOSE JOAQUIN DE OLMEDO,FISCAL,Intercultural,COSTA,Urbana,Inicial/EGB/Bachillerato,180,2026,1,2026,8,22549.92,2026,8,10080,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,5 X 20,-79.8934092374,-2.09990048945
534,Zona 1,10D01,IMBABURA,IBARRA,SAGRARIO,Ordinario,10H00050,UNIDAD EDUCATIVA ANA LUISA LEORO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,97,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.1247646312,0.353996288803
535,Zona 1,10D01,IMBABURA,IBARRA,SAN FRANCISCO,Ordinario,10H00106,UNIDAD EDUCATIVA VICTOR MANUEL PEÑAHERRERA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,38,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.1113142405,0.338478791045
536,Zona 1,10D01,IMBABURA,IBARRA,SAN FRANCISCO,Ordinario,10H00131,UNIDAD EDUCATIVA VICTOR MANUEL GUZMAN,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,80,2027,1,2027,5,14093.7,2027,5,6300,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 X 7,-78.1174508784,0.338021612742
537,Zona 1,10D01,IMBABURA,IBARRA,SAN FRANCISCO,Ordinario,10H00139,UNIDAD EDUCATIVA LUIS LEORO FRANCO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,208,2027,1,2027,7,19731.18,2027,7,8820,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,100m cuadrados,-78.1246183983,0.339441206435
538,Zona 1,10D01,IMBABURA,IBARRA,AMBUQUI,Ordinario,10H00159,UNIDAD EDUCATIVA VALLE DEL CHOTA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,50,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.060932397,0.473722421762
539,Zona 1,10D01,IMBABURA,IBARRA,AMBUQUI,Ordinario,10H00163,UNIDAD EDUCATIVA CESAR BORJA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,32,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.009611098,0.42791663136
540,Zona 1,10D01,IMBABURA,IBARRA,ANGOCHAGUA,Ordinario,10H00177,UNIDAD EDUCATIVA ZULETA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,15,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,700M2,-78.0928564364,0.208026419901
541,Zona 1,10D01,IMBABURA,IBARRA,LA ESPERANZA,Ordinario,10H00198,UNIDAD EDUCATIVA MARIANO ACOSTA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,8,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.1184436787,0.295389221731
542,Zona 1,10D01,IMBABURA,IBARRA,SAN ANTONIO,Ordinario,10H00225,UNIDAD EDUCATIVA JOSE MIGUEL LEORO VASQUEZ,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,79,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.1742499967,0.329916671582
543,Zona 1,10D01,IMBABURA,IBARRA,SAN ANTONIO,Ordinario,10H00226,UNIDAD EDUCATIVA VICTOR MIDEROS ALMEIDA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,71,2027,1,2027,6,16912.44,2027,6,7560,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,1000,-78.1703572417,0.334195095065
544,Zona 1,10D01,IMBABURA,IBARRA,SAN ANTONIO,Ordinario,10H00229,UNIDAD EDUCATIVA DANIEL REYES,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,60,2027,1,2027,5,14093.7,2027,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.1703027477,0.336417985781
545,Zona 1,10D02,IMBABURA,ANTONIO ANTE,SAN FRANCISCO DE NATABUELA,Ordinario,10H00249,UNIDAD EDUCATIVA ABELARDO MONCAYO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,96,2027,1,2027,5,14093.7,2027,5,6300,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,70 METROS DE LARGO POR 20 METROS DE ANCHO ,-78.214781161,0.328858248787
546,Zona 1,10D02,IMBABURA,ANTONIO ANTE,ATUNTAQUI,Ordinario,10H00252,ESCUELA DE EDUCACION BASICA 2 DE MARZO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,95,2027,1,2027,5,14093.7,2027,5,6300,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,200metros cuadrados ,-78.2223228407,0.32615923288
547,Zona 1,10D02,IMBABURA,ANTONIO ANTE,IMBAYA (SAN LUIS DE COBUENDO),Ordinario,10H00262,UNIDAD EDUCATIVA IMBAYA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,15,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.1519906962,0.370523748414
548,Zona 1,08D01,ESMERALDAS,ESMERALDAS,SAN MATEO,Ordinario,08H00300,UNIDAD EDUCATIVA SAN MATEO,FISCAL,Intercultural,COSTA,Rural,"Inicial, Educacion Basica y Bachillerato",56,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-79.6340714027,0.888483514295
549,Zona 1,10D02,IMBABURA,ANTONIO ANTE,SAN JOSE DE CHALTURA,Ordinario,10H00273,UNIDAD EDUCATIVA CHALTURA,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,49,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,11x7,-78.1922979918,0.352879630181
550,Zona 3,18D02,TUNGURAHUA,AMBATO,TOTORAS,Ordinario,18H00322,UNIDAD EDUCATIVA EL ORO,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",79,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,,,36 METROS CUADRADO ,-78.6099376167,-1.30640215852
551,Zona 1,10D03,IMBABURA,COTACACHI,SAGRARIO,Ordinario,10H00287,6 DE JULIO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,86,2027,1,2027,4,11274.96,2027,4,5040,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,65 de largo por 6 ancho aproximadamente ,-78.2631533789,0.300411026144
552,Zona 1,10D03,IMBABURA,COTACACHI,SAN FRANCISCO,Ordinario,10H00291,MODESTO AURELIO PEÑAHERRERA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,81,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.2671487446,0.297200933078
553,Zona 1,10D03,IMBABURA,COTACACHI,GARCIA MORENO (LLURIMAGUA),Ordinario,10H00325,SANTA ANA DE COTACACHI,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,69,2027,1,2027,4,11274.96,2027,4,5040,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,108 metros cuadrados,-79.2122857491,0.327156370783
554,Zona 1,10D03,IMBABURA,COTACACHI,GARCIA MORENO (LLURIMAGUA),Ordinario,10H00336,ISLA SANTA ISABEL,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,19,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,largo 80m x 80 de ancho,-78.7827253116,0.241527821795
555,Zona 1,10D03,IMBABURA,COTACACHI,GARCIA MORENO (LLURIMAGUA),Ordinario,10H00344,RAFAEL LEON CARVAJAL,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,24,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20 x 50 m ,-78.8998415523,0.22266664532
556,Zona 1,10D03,IMBABURA,COTACACHI,SEIS DE JULIO DE CUELLAJE (CAB. EN CUELLAJE),Ordinario,10H00369,UNIDAD EDUCATIVA CUELLAJE,FISCAL,Intercultural,COSTA,Rural,Inicial/EGB/Bachillerato,18,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,10 X 10 ,-78.5275327115,0.430027816549
557,Zona 1,10D03,IMBABURA,COTACACHI,QUIROGA,Ordinario,10H00381,ANDRES AVELINO DE LA TORRE,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,26,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.2830320326,0.282029014358
558,Zona 1,10D02,IMBABURA,OTAVALO,JORDAN,Ordinario,10H00410,UNIDAD EDUCATIVA  JACINTO COLLAHUAZO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,98,2027,1,2027,4,11274.96,2027,4,5040,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.2606378793,0.227919781966
559,Zona 1,10D02,IMBABURA,OTAVALO,SAN LUIS,Ordinario,10H00433,UNIDAD EDUCATIVA DE MILENIO JATUN KURAKA OTAVALO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,66,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.2700978986,0.234346881497
560,Zona 1,10D02,IMBABURA,OTAVALO,SAN LUIS,Ordinario,10H00443,UNIDAD EDUCATIVA ISAAC JESUS BARRERA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,51,2027,1,2027,3,8456.22,2027,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.2647257375,0.221857594385
561,Zona 1,10D02,IMBABURA,OTAVALO,SAN JOSE DE QUICHINCHE,Ordinario,10H00456,UNIDAD EDUCATIVA ULPIANO NAVARRO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,43,2027,1,2027,2,5637.48,2027,2,2520,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,20x8 mts,-78.2910129615,0.236899443948
562,Zona 1,10D02,IMBABURA,OTAVALO,SAN PABLO,Ordinario,10H00462,UNIDAD EDUCATIVA ALFREDO PEREZ GUERRERO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB/Bachillerato,112,2027,1,2027,6,16912.44,2027,6,7560,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-78.1939414383,0.195122817654
563,Zona 1,10D02,IMBABURA,OTAVALO,GONZALEZ SUAREZ,Ordinario,10H00469,UNIDAD EDUCATIVA JUAN MONTALVO,FISCAL,Intercultural,SIERRA,Rural,Inicial/EGB,54,2027,1,2027,3,8456.22,2027,3,3780,2027.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,80 metros cuadrados ,-78.2045627456,0.177973370965
564,Zona 1,04D02,CARCHI,MONTUFAR,CRISTOBAL COLON,Ordinario,04H00368,UNIDAD EDUCATIVA CRISTOBAL COLON,FISCAL,Intercultural,SIERRA,Rural,"Inicial, Educacion Basica y Bachillerato",24,2027,1,2027,2,5637.48,2027,2,2520,,0.0,0.0,ML_Mo,,,,-77.8121556944,0.606425989177
565,Zona 7,11D01,LOJA,LOJA,EL SAGRARIO,Ordinario,11H00001,UNIDAD EDUCATIVA MIGUEL RIOFRIO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,111,2026,1,2026,6,16912.44,2026,6,7560,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2003008976,-4.00101730714
566,Zona 7,11D01,LOJA,LOJA,EL SAGRARIO,Ordinario,11H00020,ESCUELA DE EDUCACION BASICA 18 DE NOVIEMBRE,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,149,2026,1,2026,7,19731.18,2026,7,8820,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,"La Institucion Educativa cuenta con un area de 250 metros, exclusiva para el nivel Inicial y Preparatoria, la misma que ha sido adecuada con autogestion de la comunidad educativa",-79.1985254153,-4.0008751376
567,Zona 7,11D01,LOJA,LOJA,EL SAGRARIO,Ordinario,11H00036,CENTRO DE EDUCACION INICIAL JOSE MIGUEL GARCIA MORENO,FISCAL,Intercultural,SIERRA,Urbana,Inicial,156,2026,1,2026,8,22549.92,2026,8,10080,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2027652334,-3.99109512952
568,Zona 7,11D01,LOJA,LOJA,EL SAGRARIO,Ordinario,11H00049,ESCUELA DE EDUCACION BASICA CIUDAD DE LOJA,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,118,2026,1,2026,5,14093.7,2026,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2031740781,-3.99040409872
569,Zona 7,11D01,LOJA,LOJA,SUCRE,Ordinario,11H00078,ESCUELA DE EDUCACION BASICA ALONSO DE MERCADILLO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,110,2026,1,2026,5,14093.7,2026,5,6300,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2052672248,-4.00791630997
570,Zona 7,11D01,LOJA,LOJA,SAN SEBASTIAN,Ordinario,11H00105,UNIDAD EDUCATIVA DEL MILENIO BERNARDO VALDIVIESO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,140,2026,1,2026,8,22549.92,2026,8,10080,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,22m de largo x 30m de acncho aproximadamente,-79.1990906881,-4.01096355937
571,Zona 7,11D01,LOJA,LOJA,SAN SEBASTIAN,Ordinario,11H00147,UNIDAD EDUCATIVA DR MANUEL AGUSTIN CABRERA LOZANO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB/Bachillerato,57,2026,1,2026,3,8456.22,2026,3,3780,2026.0,1.0,4944.0,ML_Mo_JE,NO SE ATENDERA EN 2025,,300,-79.2058695337,-4.01401694648
572,Zona 7,11D01,LOJA,LOJA,SUCRE,Ordinario,11H00154,ESCUELA DE EDUCACION BASICA VICENTE BASTIDAS REINOSO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,65,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2134077881,-3.97986131615
573,Zona 7,11D01,LOJA,LOJA,VALLE,Ordinario,11H00223,ESCUELA DE EDUCACION BASICA JOSE INGENIEROS,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,59,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2073560241,-3.96953945766
574,Zona 7,11D01,LOJA,LOJA,VALLE,Ordinario,11H00235,ESCUELA DE EDUCACION BASICA ROSA JOSEFINA BURNEO DE BURNEO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,52,2026,1,2026,3,8456.22,2026,3,3780,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2076304553,-3.97246266974
575,Zona 7,11D01,LOJA,LOJA,VALLE,Ordinario,11H00275,ESCUELA DE EDUCACION BASICA POMPILIO REINOSO JARAMILLO,FISCAL,Intercultural,SIERRA,Urbana,Inicial/EGB,31,2026,1,2026,2,5637.48,2026,2,2520,,0.0,0.0,ML_Mo,NO SE ATENDERA EN 2025,,,-79.2236933084,-3.93809511711
